5000, 0.01282, 0.005
10000, 0.00707, 0.005
15000, 0.00627, 0.02
20000, 0.00441, 0.02
25000, 0.00372, 0.02
30000, 0.00327, 0.02
35000, 0.00305, 0.02
40000, 0.00289, 0.02
45000, 0.00269, 0.02
50000, 0.00257, 0.02
55000, 0.00249, 0.02
60000, 0.00243, 0.02
65000, 0.00234, 0.02
70000, 0.00234, 0.02
75000, 0.00231, 0.02
80000, 0.00221, 0.02
85000, 0.00218, 0.02
90000, 0.00216, 0.02
95000, 0.00210, 0.02
100000, 0.00210, 0.02
105000, 0.00207, 0.02
110000, 0.00205, 0.02
115000, 0.00199, 0.02
120000, 0.00199, 0.02
125000, 0.00194, 0.02
130000, 0.00195, 0.02
135000, 0.00197, 0.02
140000, 0.00191, 0.02
145000, 0.00190, 0.02
150000, 0.00186, 0.02
155000, 0.00192, 0.02
160000, 0.00186, 0.02
165000, 0.00185, 0.02
170000, 0.00181, 0.02
175000, 0.00182, 0.02
180000, 0.00181, 0.02
185000, 0.00180, 0.02
190000, 0.00178, 0.02
195000, 0.00177, 0.02
200000, 0.00176, 0.02
205000, 0.00171, 0.02
210000, 0.00171, 0.02
215000, 0.00172, 0.02
220000, 0.00169, 0.02
225000, 0.00169, 0.02
230000, 0.00170, 0.02
235000, 0.00168, 0.02
240000, 0.00168, 0.02
245000, 0.00166, 0.02
250000, 0.00164, 0.02
255000, 0.00165, 0.02
260000, 0.00165, 0.02
265000, 0.00164, 0.02
270000, 0.00163, 0.02
275000, 0.00162, 0.02
280000, 0.00160, 0.02
285000, 0.00159, 0.02
290000, 0.00163, 0.02
295000, 0.00157, 0.02
300000, 0.00158, 0.02
305000, 0.00157, 0.02
310000, 0.00154, 0.02
315000, 0.00154, 0.02
320000, 0.00158, 0.02
325000, 0.00153, 0.02
330000, 0.00154, 0.02
335000, 0.00154, 0.02
340000, 0.00152, 0.02
345000, 0.00150, 0.02
350000, 0.00150, 0.02
355000, 0.00150, 0.02
360000, 0.00151, 0.02
365000, 0.00153, 0.02
370000, 0.00150, 0.02
375000, 0.00146, 0.02
380000, 0.00148, 0.02
385000, 0.00146, 0.02
390000, 0.00146, 0.02
395000, 0.00144, 0.02
400000, 0.00146, 0.02
405000, 0.00144, 0.02
410000, 0.00143, 0.02
415000, 0.00145, 0.02
420000, 0.00143, 0.02
425000, 0.00142, 0.02
430000, 0.00143, 0.02
435000, 0.00128, 0.002
440000, 0.00124, 0.002
445000, 0.00124, 0.002
450000, 0.00122, 0.002
455000, 0.00121, 0.002
460000, 0.00124, 0.002
465000, 0.00122, 0.002
470000, 0.00121, 0.002
475000, 0.00122, 0.002
480000, 0.00122, 0.002
485000, 0.00122, 0.002
490000, 0.00121, 0.002
495000, 0.00121, 0.002
500000, 0.00121, 0.002
505000, 0.00121, 0.002
510000, 0.00121, 0.002
515000, 0.00121, 0.002
520000, 0.00120, 0.002
525000, 0.00120, 0.002
530000, 0.00121, 0.002
535000, 0.00120, 0.002
540000, 0.00120, 0.002
545000, 0.00120, 0.002
550000, 0.00120, 0.002
555000, 0.00119, 0.002
560000, 0.00120, 0.002
565000, 0.00119, 0.002
570000, 0.00119, 0.002
575000, 0.00119, 0.002
580000, 0.00120, 0.002
585000, 0.00119, 0.002
590000, 0.00120, 0.002
595000, 0.00119, 0.002
600000, 0.00120, 0.002
605000, 0.00119, 0.002
610000, 0.00118, 0.002
615000, 0.00118, 0.002
620000, 0.00120, 0.002
625000, 0.00119, 0.002
630000, 0.00118, 0.002
635000, 0.00120, 0.002
640000, 0.00117, 0.002
645000, 0.00118, 0.002
650000, 0.00118, 0.002
655000, 0.00116, 0.002
660000, 0.00118, 0.002
665000, 0.00120, 0.002
670000, 0.00119, 0.002
675000, 0.00120, 0.002
680000, 0.00118, 0.002
685000, 0.00118, 0.002
690000, 0.00118, 0.002
695000, 0.00118, 0.002
700000, 0.00118, 0.002
705000, 0.00118, 0.002
710000, 0.00117, 0.002
715000, 0.00117, 0.002
720000, 0.00117, 0.002
725000, 0.00118, 0.002
730000, 0.00118, 0.002
